image_id,mask_id,class_name
labeller1_515--WatermarkedWyJXYXRlcm1hcmtlZCJd_2,labeller1_515--WatermarkedWyJXYXRlcm1hcmtlZCJd_2_00002,Sun damage
labeller4_043075HB,labeller4_043075HB_00000,Plaque
labeller4_043075HB,labeller4_043075HB_00001,Scale
labeller4_043075HB,labeller4_043075HB_00002,Scale
labeller4_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller1_042998HB,labeller1_042998HB_00000,Plaque
labeller2_033302HB,labeller2_033302HB_00000,Papule
labeller2_033302HB,labeller2_033302HB_00001,Cyst
labeller2_033302HB,labeller2_033302HB_00002,Pustule
labeller3_ppps24--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_ppps24--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller3_ppps24--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_ppps24--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller1_017359HB,labeller1_017359HB_00000,Sun damage
labeller1_017359HB,labeller1_017359HB_00001,Papule
labeller1_017359HB,labeller1_017359HB_00002,Plaque
labeller4_016198HB,labeller4_016198HB_00000,Plaque
labeller4_016198HB,labeller4_016198HB_00001,Plaque
labeller4_016198HB,labeller4_016198HB_00002,Sun damage
labeller8_017095HB,labeller8_017095HB_00000,Sun damage
labeller8_017095HB,labeller8_017095HB_00001,Macule
labeller8_017095HB,labeller8_017095HB_00002,Scale
labeller8_017095HB,labeller8_017095HB_00003,Plaque
labeller8_017095HB,labeller8_017095HB_00004,Scale
labeller4_045524HB,labeller4_045524HB_00000,Papule
labeller4_045524HB,labeller4_045524HB_00001,Scale
labeller4_045524HB,labeller4_045524HB_00002,Dermatoglyph disruption
labeller2_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Open comedo
labeller2_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller2_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Cyst
labeller2_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Pustule
labeller1_043111HB,labeller1_043111HB_00000,Plaque
labeller8_032439HB,labeller8_032439HB_00000,Macule
labeller8_032439HB,labeller8_032439HB_00001,Scar
labeller8_032439HB,labeller8_032439HB_00002,Pustule
labeller5_034333HB,labeller5_034333HB_00000,Papule
labeller5_034333HB,labeller5_034333HB_00001,Scar
labeller2_chronic-plaque-psoriasis-021--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_chronic-plaque-psoriasis-021--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller2_chronic-plaque-psoriasis-021--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_chronic-plaque-psoriasis-021--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller4_043111HB,labeller4_043111HB_00000,Plaque
labeller3_wart21--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_wart21--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller7_044520HB,labeller7_044520HB_00000,Scale
labeller7_044520HB,labeller7_044520HB_00001,Plaque
labeller7_044520HB,labeller7_044520HB_00002,Plaque
labeller8_043140HB,labeller8_043140HB_00000,Scale
labeller4_3742--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3742--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller4_3742--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3742--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller2_vitiligo-04--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_vitiligo-04--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller4_acne-face-2-6--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_acne-face-2-6--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Pustule
labeller4_acne-face-2-6--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_acne-face-2-6--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller6_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Pustule
labeller6_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Nodule
labeller6_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_acne-face-1-1--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Papule
labeller7_acne-face-1-47--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_acne-face-1-47--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Open comedo
labeller7_acne-face-1-47--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_acne-face-1-47--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scar
labeller7_acne-face-1-47--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_acne-face-1-47--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Closed comedo
labeller1_033757HB,labeller1_033757HB_00000,Papule
labeller1_033757HB,labeller1_033757HB_00001,Nodule
labeller2_476--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_476--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller2_476--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_476--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller7_vitiligo-11--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_vitiligo-11--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller7_vitiligo-41--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_vitiligo-41--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller7_vitiligo-41--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_vitiligo-41--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Macule
labeller4_034010HB,labeller4_034010HB_00000,Open comedo
labeller4_034010HB,labeller4_034010HB_00001,Closed comedo
labeller8_043030HB,labeller8_043030HB_00000,Papule
labeller5_269--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_269--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller5_269--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_269--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller5_044875HB_2,labeller5_044875HB_2_00000,Plaque
labeller5_044875HB_2,labeller5_044875HB_2_00001,Papule
labeller5_044875HB_2,labeller5_044875HB_2_00002,Scale
labeller5_044875HB_2,labeller5_044875HB_2_00003,Scale
labeller5_wart13--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart13--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Dermatoglyph disruption
labeller5_wart13--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart13--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Thrombosed capillaries
labeller5_wart13--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart13--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Papule
labeller5_wart13--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart13--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Plaque
labeller7_10256-DSCF6132,labeller7_10256-DSCF6132_00000,Papule
labeller7_10256-DSCF6132,labeller7_10256-DSCF6132_00001,Plaque
labeller7_10256-DSCF6132,labeller7_10256-DSCF6132_00002,Papule
labeller7_10256-DSCF6132,labeller7_10256-DSCF6132_00003,Papule
labeller7_10256-DSCF6132,labeller7_10256-DSCF6132_00004,Papule
labeller4_044384HB,labeller4_044384HB_00000,Scale
labeller4_044384HB,labeller4_044384HB_00001,Plaque
labeller4_041359VB,labeller4_041359VB_00000,Plaque
labeller5_043129HB,labeller5_043129HB_00000,Scale
labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Sun damage
labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scar
labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Papule
labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Telangiectasia
labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd_00004,Papule
labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3730--WatermarkedWyJXYXRlcm1hcmtlZCJd_00005,Scale
labeller4_acne-face-57--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_acne-face-57--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller3_043230HB,labeller3_043230HB_00000,Papule
labeller2_033353HB,labeller2_033353HB_00000,Papule
labeller2_033353HB,labeller2_033353HB_00001,Pustule
labeller2_033353HB,labeller2_033353HB_00002,Patch
labeller7_041881HB,labeller7_041881HB_00000,Papule
labeller8_viral-wart-19--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_viral-wart-19--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Dermatoglyph disruption
labeller8_viral-wart-19--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_viral-wart-19--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller8_viral-wart-19--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_viral-wart-19--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Thrombosed capillaries
labeller3_vitiligo-62--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_vitiligo-62--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller5_10233-a,labeller5_10233-a_00000,Plaque
labeller7_ppps22--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_ppps22--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller7_ppps22--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_ppps22--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller3_016263HB,labeller3_016263HB_00000,Patch
labeller3_016263HB,labeller3_016263HB_00001,Sun damage
labeller7_2786--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_2786--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller1_10324-DSC01576,labeller1_10324-DSC01576_00000,Plaque
labeller1_10324-DSC01576,labeller1_10324-DSC01576_00001,Scale
labeller3_033356HB,labeller3_033356HB_00000,Scar
labeller3_033356HB,labeller3_033356HB_00001,Pustule
labeller3_033356HB,labeller3_033356HB_00002,Papule
labeller3_033356HB,labeller3_033356HB_00003,Open comedo
labeller3_033356HB,labeller3_033356HB_00004,Closed comedo
labeller8_3269--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_3269--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller8_3269--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_3269--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller7_044538HB,labeller7_044538HB_00000,Plaque
labeller7_044538HB,labeller7_044538HB_00001,Scale
labeller7_044538HB,labeller7_044538HB_00002,Scale
labeller3_143--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_143--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Nodule
labeller3_143--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_143--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Pustule
labeller3_143--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_143--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Scar
labeller7_032653HB,labeller7_032653HB_00000,Pustule
labeller7_032653HB,labeller7_032653HB_00001,Open comedo
labeller7_032653HB,labeller7_032653HB_00002,Closed comedo
labeller7_032653HB,labeller7_032653HB_00003,Papule
labeller7_032653HB,labeller7_032653HB_00004,Open comedo
labeller7_032653HB,labeller7_032653HB_00005,Closed comedo
labeller7_032653HB,labeller7_032653HB_00006,Closed comedo
labeller7_032653HB,labeller7_032653HB_00007,Scar
labeller6_2652--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_2652--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Pustule
labeller6_2652--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_2652--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller7_017980HB,labeller7_017980HB_00000,Patch
labeller7_046486HB,labeller7_046486HB_00000,Pustule
labeller7_046486HB,labeller7_046486HB_00001,Nodule
labeller7_046486HB,labeller7_046486HB_00002,Nodule
labeller7_046486HB,labeller7_046486HB_00003,Papule
labeller7_046486HB,labeller7_046486HB_00004,Open comedo
labeller7_046486HB,labeller7_046486HB_00005,Scar
labeller7_046486HB,labeller7_046486HB_00006,Open comedo
labeller7_2757--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_2757--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller7_2757--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_2757--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller7_2757--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_2757--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Plaque
labeller3_046246HB,labeller3_046246HB_00000,Papule
labeller6_033356HB,labeller6_033356HB_00000,Papule
labeller6_033356HB,labeller6_033356HB_00001,Pustule
labeller2_041873HB,labeller2_041873HB_00000,Dermatoglyph disruption
labeller2_041873HB,labeller2_041873HB_00001,Plaque
labeller2_041873HB,labeller2_041873HB_00002,Scale
labeller2_041873HB,labeller2_041873HB_00003,Thrombosed capillaries
labeller5_043169HB,labeller5_043169HB_00000,Plaque
labeller4_016441HB,labeller4_016441HB_00000,Plaque
labeller4_016441HB,labeller4_016441HB_00001,Sun damage
labeller4_016441HB,labeller4_016441HB_00002,Scale
labeller5_ps5--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_ps5--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller5_ps5--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_ps5--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller5_017937HB,labeller5_017937HB_00000,Scale
labeller5_017937HB,labeller5_017937HB_00001,Plaque
labeller5_017937HB,labeller5_017937HB_00002,Sun damage
labeller3_033302HB,labeller3_033302HB_00000,Papule
labeller3_033302HB,labeller3_033302HB_00001,Cyst
labeller3_033302HB,labeller3_033302HB_00002,Pustule
labeller3_033302HB,labeller3_033302HB_00003,Closed comedo
labeller3_033302HB,labeller3_033302HB_00004,Nodule
labeller3_033302HB,labeller3_033302HB_00005,Open comedo
labeller3_033302HB,labeller3_033302HB_00006,Scar
labeller8_vitiligo-53--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_vitiligo-53--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller5_035218HB,labeller5_035218HB_00000,Open comedo
labeller5_035218HB,labeller5_035218HB_00001,Papule
labeller5_035218HB,labeller5_035218HB_00002,Open comedo
labeller5_035218HB,labeller5_035218HB_00003,Closed comedo
labeller5_035218HB,labeller5_035218HB_00004,Scar
labeller6_wart5--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_wart5--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller6_wart5--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_wart5--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Dermatoglyph disruption
labeller8_424--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_424--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Sun damage
labeller8_424--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_424--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller8_424--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_424--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Plaque
labeller3_wart19--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_wart19--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller3_wart19--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_wart19--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Thrombosed capillaries
labeller3_vitiligo-24--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_vitiligo-24--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller5_034272HB,labeller5_034272HB_00000,Closed comedo
labeller5_034272HB,labeller5_034272HB_00001,Papule
labeller8_viral-wart-15--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_viral-wart-15--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Dermatoglyph disruption
labeller8_viral-wart-15--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_viral-wart-15--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Thrombosed capillaries
labeller8_viral-wart-15--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_viral-wart-15--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Papule
labeller5_043066HB,labeller5_043066HB_00000,Scale
labeller5_043066HB,labeller5_043066HB_00001,Plaque
labeller6_044529HB,labeller6_044529HB_00000,Plaque
labeller6_044529HB,labeller6_044529HB_00001,Scale
labeller4_halo3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_halo3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller1_chronic-plaque-psoriasis-022--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_chronic-plaque-psoriasis-022--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller1_chronic-plaque-psoriasis-022--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_chronic-plaque-psoriasis-022--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller4_046245HB,labeller4_046245HB_00000,Papule
labeller4_046245HB,labeller4_046245HB_00001,Dermatoglyph disruption
labeller4_046245HB,labeller4_046245HB_00002,Scale
labeller6_046243HB,labeller6_046243HB_00000,Nodule
labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Nodule
labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Pustule
labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Open comedo
labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_acne-face-9--WatermarkedWyJXYXRlcm1hcmtlZCJd_00004,Macule
labeller2_035318HB,labeller2_035318HB_00000,Cyst
labeller2_035318HB,labeller2_035318HB_00001,Pustule
labeller2_035318HB,labeller2_035318HB_00002,Papule
labeller2_035318HB,labeller2_035318HB_00003,Macule
labeller8_041899HB,labeller8_041899HB_00000,Nodule
labeller8_041899HB,labeller8_041899HB_00001,Thrombosed capillaries
labeller7_016198HB,labeller7_016198HB_00000,Scale
labeller7_016198HB,labeller7_016198HB_00001,Patch
labeller4_10427-DSC03080,labeller4_10427-DSC03080_00000,Papule
labeller4_10427-DSC03080,labeller4_10427-DSC03080_00001,Plaque
labeller2_043270HB,labeller2_043270HB_00000,Scale
labeller2_043270HB,labeller2_043270HB_00001,Plaque
labeller3_wart12--WatermarkedWyJXYXRlcm1hcmtlZCJd_2,labeller3_wart12--WatermarkedWyJXYXRlcm1hcmtlZCJd_2_00000,Papule
labeller3_wart12--WatermarkedWyJXYXRlcm1hcmtlZCJd_2,labeller3_wart12--WatermarkedWyJXYXRlcm1hcmtlZCJd_2_00001,Plaque
labeller3_wart12--WatermarkedWyJXYXRlcm1hcmtlZCJd_2,labeller3_wart12--WatermarkedWyJXYXRlcm1hcmtlZCJd_2_00002,Thrombosed capillaries
labeller4_10244-12062009336,labeller4_10244-12062009336_00000,Plaque
labeller4_10244-12062009336,labeller4_10244-12062009336_00001,Scale
labeller7_044529HB,labeller7_044529HB_00000,Papule
labeller7_044529HB,labeller7_044529HB_00001,Plaque
labeller7_044529HB,labeller7_044529HB_00002,Scale
labeller3_043449HB,labeller3_043449HB_00000,Scale
labeller3_043449HB,labeller3_043449HB_00001,Plaque
labeller3_043140HB,labeller3_043140HB_00000,Scale
labeller1_043213HB,labeller1_043213HB_00000,Plaque
labeller1_043213HB,labeller1_043213HB_00001,Scale
labeller1_043213HB,labeller1_043213HB_00002,Scale
labeller1_vitiligo-22--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_vitiligo-22--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller5_046244HB,labeller5_046244HB_00000,Thrombosed capillaries
labeller5_046244HB,labeller5_046244HB_00001,Papule
labeller3_041361VB,labeller3_041361VB_00000,Patch
labeller8_044370HB,labeller8_044370HB_00000,Plaque
labeller8_044370HB,labeller8_044370HB_00001,Scale
labeller8_044370HB,labeller8_044370HB_00002,Scale
labeller3_041360HB,labeller3_041360HB_00000,Patch
labeller3_041360HB,labeller3_041360HB_00001,Plaque
labeller3_041360HB,labeller3_041360HB_00002,Scale
labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Macule
labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Patch
labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Papule
labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_2758--WatermarkedWyJXYXRlcm1hcmtlZCJd_00004,Plaque
labeller4_3735--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3735--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller4_3735--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3735--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller4_3735--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_3735--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Sun damage
labeller5_043060HB,labeller5_043060HB_00000,Scar
labeller5_043060HB,labeller5_043060HB_00001,Plaque
labeller4_016412HB,labeller4_016412HB_00000,Scale
labeller4_016412HB,labeller4_016412HB_00001,Plaque
labeller1_vitiligo-35--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_vitiligo-35--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller1_vitiligo-35--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_vitiligo-35--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Macule
labeller1_044375HB,labeller1_044375HB_00000,Papule
labeller1_044375HB,labeller1_044375HB_00001,Plaque
labeller1_044375HB,labeller1_044375HB_00002,Scale
labeller1_10062-DSCN0281,labeller1_10062-DSCN0281_00000,Papule
labeller1_10062-DSCN0281,labeller1_10062-DSCN0281_00001,Plaque
labeller1_10062-DSCN0281,labeller1_10062-DSCN0281_00002,Dermatoglyph disruption
labeller2_161--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_161--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller2_161--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_161--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Closed comedo
labeller6_ppps33--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_ppps33--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller8_034401HB,labeller8_034401HB_00000,Cyst
labeller8_034401HB,labeller8_034401HB_00001,Closed comedo
labeller8_034401HB,labeller8_034401HB_00002,Open comedo
labeller2_044760HB,labeller2_044760HB_00000,Scale
labeller2_044760HB,labeller2_044760HB_00001,Plaque
labeller8_016335HB,labeller8_016335HB_00000,Patch
labeller8_016335HB,labeller8_016335HB_00001,Sun damage
labeller6_facial-psoriasis12--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_facial-psoriasis12--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller6_facial-psoriasis12--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_facial-psoriasis12--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller7_043078HB,labeller7_043078HB_00000,Patch
labeller7_043078HB,labeller7_043078HB_00001,Scale
labeller7_043078HB,labeller7_043078HB_00002,Scale
labeller1_043077HB,labeller1_043077HB_00000,Scale
labeller1_043077HB,labeller1_043077HB_00001,Plaque
labeller4_045580VB,labeller4_045580VB_00000,Scale
labeller4_045580VB,labeller4_045580VB_00001,Plaque
labeller6_acne-face-3-3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_acne-face-3-3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller6_acne-face-3-3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_acne-face-3-3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Closed comedo
labeller5_vitiligo-34--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_vitiligo-34--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller7_viral-wart-03--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_viral-wart-03--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller2_comed4--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_comed4--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scar
labeller2_comed4--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_comed4--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Cyst
labeller2_comed4--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_comed4--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Open comedo
labeller2_comed4--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_comed4--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Pustule
